country_1,country_2,country_3,country_4,Mitigation_Cost($/tCO2e),BAU_Emissions(MtCO2e),Mitigation_Potential(MtCO2e),Mitigation_Potential_at_Average_0($/tCO2e),Mitigation_Potential_at_Average_10($/tCO2e),Mitigation_Potential_at_Average_20($/tCO2e),Mitigation_Potential_at_Average_50($/tCO2e)
AU,,,,1.5850626429384533,231.72266521841908,231.72266521841908,221.23100621034976,231.72266521841908,231.72266521841908,231.72266521841908
AU,MM,,,4.526360762537484,252.67048839277123,252.67048839277123,228.18513962688203,252.67048839277123,252.67048839277123,252.67048839277123
BN,,,,,6.593826601405938,6.59362103393926,3.954063360700569,5.273929843485584,5.470651971548394,5.933884487707362
BN,KH,,,,28.454695627993594,28.454695627842582,19.476981524695198,22.184434028011125,23.965838574681047,26.210267102012875
BN,KH,LA,,86.0103086130037,28.881594757537822,28.881594757474947,0.0,18.558341320945104,21.29000159761522,26.300781398216227
BN,PH,,,28.18867001189432,180.14069822250167,180.14069822240296,160.89575325261546,165.84085093259816,172.99077457936042,180.14069822240296
BN,PH,TH,,,444.6967769973213,444.69677699708956,413.92728970755917,429.31203335413124,429.31203335413124,444.69677699708956
BN,TH,,,19.475315090157178,271.1499053762256,271.1499053762256,262.35359471514454,262.35359471514454,271.1499053762256,271.1499053762256
BR,,,,,233.30492838148103,233.30492511342126,233.30492511342126,233.30492511342126,233.30492511342126,233.30492511342126
BR,CL,,,,273.78426004421584,273.7842463219339,273.7842463219339,273.7842463219339,273.7842463219339,273.7842463219339
BR,CO,,,,276.74975171519907,276.749739563407,276.749739563407,276.749739563407,276.749739563407,276.749739563407
BR,CO,CL,,,317.2290833779339,317.2290558297734,317.2290558297734,317.2290558297734,317.2290558297734,317.2290558297734
BR,CO,PE,,,306.86209508778603,306.8620655579144,306.8620655579144,306.8620655579144,306.8620655579144,306.8620655579144
BR,CO,PE,CL,,347.34142675052084,347.3414075249872,347.3414075249872,347.3414075249872,347.3414075249872,347.3414075249872
BR,CO,PE,US,,2553.619253479503,2553.6192443854,0.0,0.0,2546.7911724279147,2553.6192443854
BR,CO,US,,,2523.506910106916,2523.506894425277,0.0,0.0,2513.2648034033086,2523.506894425277
BR,PE,,,,263.417271754068,263.4172571437842,263.4172571437842,263.4172571437842,263.4172571437842,263.4172571437842
BR,PE,CL,,,303.8966034168028,303.8965613741359,303.8965613741359,303.8965613741359,303.8965613741359,303.8965613741359
BR,PE,US,,,2510.1744301457848,2510.174421731075,0.0,0.0,2496.5182876432127,2510.174421731075
CL,,,,,40.479331662734815,40.47933155325447,40.47933155325447,40.47933155325447,40.47933155325447,40.47933155325447
CN,,,,15.873139217633454,7131.085040331803,7131.085040331803,0.0,6417.7521546547105,7131.085040331803,7131.085040331803
CN,IN,,,,10602.725575120223,10602.725575108578,0.0,0.0,10602.725575108578,10602.725575108578
CN,IN,JP,,,11241.997974461798,11241.997974441887,0.0,0.0,11241.997974441887,11241.997974441887
CN,JP,,,,7770.3574396733775,7770.357439667562,0.0,0.0,7770.357439667562,7770.357439667562
CO,,,,,43.44482333371804,43.444822934006545,43.444822934006545,43.444822934006545,43.444822934006545,43.444822934006545
CO,CL,,,,83.92415499645286,83.92415423326233,83.92415423326233,83.92415423326233,83.92415423326233,83.92415423326233
CO,PE,,,,73.557166706305,73.55716601642884,73.55716601642884,73.55716601642884,73.55716601642884,73.55716601642884
CO,PE,CL,,,114.0364983690398,114.0364977913837,114.0364977913837,114.0364977913837,114.0364977913837,114.0364977913837
CO,PE,US,,,2320.314325098022,2320.31431926127,0.0,0.0,0.0,2320.31431926127
DE,,,,48.58314326105963,344.97455463582884,344.97455463582884,68.97597852035119,172.6416575517323,275.9745813324607,344.97455463582884
DE,EG,,,,592.1422762951348,592.1422762800009,570.39385912895,592.1422762800009,592.1422762800009,592.1422762800009
DE,MA,,,,412.91510314091965,412.9151031354037,0.0,0.0,380.9285081743472,412.9151031354037
DE,TR,,,,617.5099136231506,617.5099136215103,60.843246957673045,247.5099136246418,493.8432469566193,617.5099136215103
DE,TR,MA,,,685.4504621282414,685.4504621253541,0.0,0.0,0.0,685.4504621253541
EG,,,,,247.167721659306,247.16771646965702,247.16771646965702,247.16771646965702,247.16771646965702,247.16771646965702
EG,DE,TR,,,864.6776352824565,864.6776352522304,768.0109686163092,832.4715502825867,864.6776352522304,864.6776352522304
EG,FR,DE,,,641.6677674635121,641.6677673701823,577.3344341306629,609.4616824638167,609.4616824638167,641.6677673701823
EG,FR,DE,TR,,914.2031264508339,914.2031263851322,780.8697931182688,847.5364597843825,847.5364597843825,914.2031263851322
EG,FR,TR,,,569.2285718150049,569.2285661705838,502.56190447453764,502.56190447453764,569.2285661705838,569.2285661705838
EG,KE,,,,259.22656607898347,259.2265520727406,259.2265520727406,259.2265520727406,259.2265520727406,259.2265520727406
EG,MA,,,,315.1082701643968,315.1082485346768,315.1082485346768,315.1082485346768,315.1082485346768,315.1082485346768
EG,MA,KE,,,327.1671145840742,327.1670933590432,327.1670933590432,327.1670933590432,327.1670933590432,327.1670933590432
EG,NG,,,,531.2880210441732,531.2880096520132,531.2880096520132,531.2880096520132,531.2880096520132,531.2880096520132
EG,NG,KE,,,543.3468654638507,543.3468497139131,543.3468497139131,543.3468497139131,543.3468497139131,543.3468497139131
EG,NG,MA,,,599.228569549264,599.2285537509722,599.2285537509722,599.2285537509722,599.2285537509722,599.2285537509722
EG,TR,,,,519.7030806466278,519.7030760943164,458.03641302646236,519.7030760943164,519.7030760943164,519.7030760943164
FR,,,,176.62091535283648,49.525491168377144,49.525491168377144,4.859345343482659,9.859109034781206,9.859109034781206,29.71529903968738
FR,DE,,,,394.50004580420597,394.5000458034444,78.8333791444997,197.16671247207145,276.16671247134195,355.16671247109207
FR,DE,MA,,,462.4405943092968,462.44059429673365,0.0,0.0,0.0,457.109495142769
FR,DE,TR,,,667.0354047915278,667.0354047909447,67.03540479441995,267.03540482099106,467.03540479242963,600.3687381250637
FR,EG,,,,296.69321282768317,296.69320621184403,296.69320621184403,296.69320621184403,296.69320621184403,296.69320621184403
FR,MA,,,,117.46603967346795,117.4660387505262,96.14164252463414,101.47274206118342,106.80384088137497,112.13493967643359
FR,TR,,,,322.0608501556989,322.06084995984315,32.06085015785726,96.72751682568588,193.3941834898783,289.85476515575715
FR,TR,MA,,,390.00139866078973,390.0013970560335,0.0,0.0,363.34590263017697,390.0013970560335
ID,,,,25.662643684821283,761.775996997871,761.775996997871,712.2014475698068,736.9887221951766,736.9887221951766,761.775996997871
ID,AU,,,18.943239770427862,993.4986622162901,993.4986622162901,944.4986624833666,969.0133133983493,993.4986622162901,993.4986622162901
ID,BN,,,25.926698015593722,768.3698235992769,768.3698235991884,717.6722922660784,743.0210579260345,743.0210579260345,768.3698235991884
ID,BN,KH,,,790.2306926258645,790.230692625716,737.2894998262053,763.7600962326644,763.7600962326644,790.230692625716
ID,BN,KH,LA,,790.6575917554088,790.6575917552068,737.2118217223157,763.9347067355203,763.9347067355203,790.6575917552068
ID,BN,LA,,,768.7967227288211,768.7967227286238,717.5944231957228,743.1955729589138,743.1955729589138,768.7967227286238
ID,BN,TH,,,1032.9259023740965,1032.8973895705512,965.7537290230721,999.3365910306208,999.3365910306208,1032.8973895705512
ID,KH,,,,783.6368660244586,783.6368660243484,731.8188455249324,757.7278557745476,757.7278557745476,783.6368660243484
ID,KH,LA,,,784.0637651540029,784.0637651538526,731.7411673876412,757.9024662775009,757.9024662775009,784.0637651538526
ID,KH,VN,,,1052.4416442061424,1052.441644205828,979.6917512064514,1016.0666977062688,1016.0666977062688,1052.441644205828
ID,KR,,,,1063.9221656019217,1063.922165555605,1004.9221656021977,1034.442388968715,1034.442388968715,1063.922165555605
ID,KR,PH,,,1237.4690372230175,1237.4690370584367,1170.1357038898338,1203.8023705564806,1203.8023705564806,1237.4690370584367
ID,LA,,,26.234097574014925,762.2028961274152,762.202896127325,712.1237688609915,737.1633325009582,737.1633325009582,762.202896127325
ID,MM,,,,782.7238201722231,782.7238197168843,733.7238201724042,758.2384702363072,758.2384702363072,782.7238197168843
ID,MM,AU,,,1014.4464853906422,1014.4464367719198,971.1131285178204,992.6980500237738,1014.4464367719198,1014.4464367719198
ID,MY,,,,932.2156995821938,932.2156993026066,882.8823662490174,907.6032540722298,907.6032540722298,932.2156993026066
ID,MY,KR,,,1234.3618681862445,1234.361868032873,1160.3618681865253,1197.3618681863736,1197.3618681863736,1234.361868032873
ID,MY,PH,,,1105.7625712032896,1105.762570437196,1019.4292378702207,1076.9409096618438,1076.9409096618438,1105.762570437196
ID,MY,PH,KR,28.098812010107725,1407.9087398073402,1407.9087398073402,1325.5754067395353,1366.9087400000187,1366.9087400000187,1407.9087398073402
ID,PH,,,,935.3228686189667,935.3228683110318,878.3228686191824,916.3379974272473,916.3379974272473,935.3228683110318
IN,,,,17.68776310822842,3471.6405347884206,3471.6405347884206,10.252302574187524,3124.9741905061846,3471.6405347884206,3471.6405347884206
IN,JP,,,,4110.912934129996,4110.912934114513,0.0,0.0,4089.1645169641715,4110.912934114513
IN,KR,CN,JP,,11544.144143065849,11544.144143047086,0.0,0.0,11544.144143047086,11544.144143047086
JP,,,,53.0649709720366,639.272399341575,639.272399341575,62.610624402503845,447.60602672292873,575.2724016244819,575.2724016244819
KE,,,,,12.058844419677431,12.058844332445169,12.058844332445169,12.058844332445169,12.058844332445169,12.058844332445169
KE,ZA,EG,NG,,780.7558477641317,780.7558467829668,780.7558467829668,780.7558467829668,780.7558467829668,780.7558467829668
KH,,,,76.19371801321813,21.860869026587658,21.860869026587658,16.73293645801535,18.01491959795051,18.01491959795051,20.57888588414882
KH,TH,,,22.953714184139617,286.4169478014073,286.4169478014073,267.7038373256798,277.06039257672643,277.06039257672643,286.4169478014073
KH,TH,LA,,24.475896864365208,286.8438469309515,286.8438469309515,267.626159202292,277.23500307077603,277.23500307077603,286.8438469309515
KH,TH,VN,,27.236975967725645,555.2217259830911,555.2217259830911,515.5767430530984,535.3992345307599,535.3992345307599,555.2217259830911
KH,TH,VN,LA,28.019453952775716,555.6486251126354,555.6486251126354,515.4990649179896,535.5738450246818,535.5738450246818,555.6486251126354
KH,VN,LA,,36.62167173890837,291.09254633781575,291.09254633781575,243.73270589772787,267.41262611960684,279.2525862188023,291.09254633781575
KR,,,,,302.1461686040508,302.14616860080605,273.9609972713952,273.9609972713952,288.0535829376135,302.14616860080605
KR,CN,,,,7433.231208935854,7433.231208926036,0.0,7259.231208936323,7433.231208926036,7433.231208926036
KR,CN,IN,,,10904.871743724274,10904.871743706186,0.0,0.0,10904.871743706186,10904.871743706186
KR,CN,JP,,,8072.503608277429,8072.503608262119,0.0,0.0,8072.503608262119,8072.503608262119
KR,IN,,,,3773.7867033924713,3773.786703376467,0.0,3643.453370060439,3773.786703376467,3773.786703376467
KR,IN,JP,,,4413.059102734046,4413.059102712313,0.0,0.0,4369.725769401442,4413.059102712313
KR,JP,,,,941.4185679456258,941.418567930646,767.4185679460602,832.7519012791646,876.0852346128936,941.418567930646
KR,LA,,,,302.573067733595,302.5730676490846,274.3878915671345,274.3878915671345,288.480479633861,302.5730676490846
KR,MY,,,,472.58587118837363,472.5858710256495,427.252537855505,427.252537855505,449.963364155096,472.5858710256495
KR,MY,PH,,,646.1327428094694,646.1327425366334,581.4660761431614,598.13274280957,622.1288333762005,646.1327425366334
KR,PH,,,,475.69304022514655,475.69304019857873,428.0263735588488,442.61258372567033,459.15281199200626,475.69304019857873
KR,TH,,,,566.7022473788704,566.7022473512916,528.3689140460591,547.5494758793712,547.5494758793712,566.7022473512916
KR,TH,LA,,,567.1291465084147,567.1291464217646,528.7958131752587,547.9763729086364,547.9763729086364,567.1291464217646
KR,TH,VN,,,835.5070255605543,835.5070235248266,786.5070249908118,811.0216764393346,811.0216764393346,835.5070235248266
KR,VN,LA,,,571.377845915279,571.3778437558741,518.3778450805877,536.0445114015757,553.7142530390851,571.3778437558741
LA,,,,1045.7415198941658,0.4268991295442295,0.4268991295442295,-0.14976058474735787,-0.14976058474735787,-0.14976058474735787,-0.14976058474735787
LA,BN,,,,7.020725730950168,7.020725730791813,0.0,0.0,0.0,0.0
LA,KH,,,94.76440131945793,22.287768156131886,22.287768156131886,0.0,14.436203157728986,16.016053897003623,19.15191102573556
LA,MY,,,,170.86660171386708,170.86660171373373,0.0,138.34406538119387,154.6053335477974,170.86660171373373
LA,TH,,,,264.98297790436385,264.9829777418162,251.33945563775555,258.16121676927486,264.9829777418162,264.9829777418162
MA,,,,,67.9405485050908,67.94054655683328,67.94054655683328,67.94054655683328,67.94054655683328,67.94054655683328
MA,FR,DE,TR,,734.9759532966186,734.9759532793995,0.0,0.0,0.0,734.9759532793995
MA,KE,,,,79.99939292476823,79.99939086283416,79.99939086283416,79.99939086283416,79.99939086283416,79.99939086283416
MA,KE,EG,NG,,611.2874139689413,611.2873885048467,611.2873885048467,611.2873885048467,611.2873885048467,611.2873885048467
MM,,,,37.062051699033034,20.947823174352138,20.947823174352138,18.85304085236805,18.85304085236805,18.85304085236805,20.947823174352138
MY,,,,33.326226820431096,170.43970258432284,170.43970258432284,94.50185882230615,151.455240844656,151.455240844656,170.43970258432284
MY,BN,,,,177.03352918572878,177.03352918559276,98.45592442238016,157.38912799615568,157.38912799615568,177.03352918559276
MY,BN,PH,,,350.5804008068245,350.5804008065976,285.1166768740027,328.7591595005385,328.7591595005385,350.5804008065976
MY,BN,PH,TH,,615.1364795816442,615.1364795813696,552.6715512487264,583.9040154152938,583.9040154152938,615.1364795813696
MY,BN,TH,,,441.5896079605484,441.5896079603745,394.18373676067625,417.88667236739786,417.88667236739786,441.5896079603745
MY,PH,,,,343.9865742054186,343.98657370064785,297.3199075091239,320.64078021205563,332.3136771203365,343.98657370064785
MY,PH,TH,,,608.5426529802382,608.542652980132,547.3613501138148,577.95200155072,577.95200155072,608.542652980132
MY,TH,,,24.342369623843616,434.9957813591425,434.99578135905676,388.8735356592757,411.9346585027106,411.9346585027106,434.99578135905676
MY,VN,LA,,,439.67137989555096,439.67137989521655,361.9734803291726,387.8727801958316,413.77208003929275,439.67137989521655
NG,,,,,284.12029938486717,284.1202993045088,276.7300290773265,284.1202993045088,284.1202993045088,284.1202993045088
NG,KE,,,,296.1791438045446,296.1791417788051,288.34569993119686,296.1791417788051,296.1791417788051,296.1791417788051
NG,MA,,,,352.060847889958,352.06084559820124,344.6142150977146,352.06084559820124,352.06084559820124,352.06084559820124
NG,MA,KE,,,364.1196923096354,364.11968290412,356.2791248837345,364.11968290412,364.11968290412,364.11968290412
PE,,,,,30.11234337258696,30.11234327313857,30.11234327313857,30.11234327313857,30.11234327313857,30.11234327313857
PE,CL,,,,70.59167503532177,70.5916747866528,70.5916747866528,70.5916747866528,70.5916747866528,70.5916747866528
PH,,,,27.116053224626253,173.54687162109573,173.54687162109573,154.96186612569858,166.9585341427966,166.9585341427966,173.54687162109573
PH,TH,,,,438.1029503959154,438.10295039581314,408.45663539602316,423.27979289605145,423.27979289605145,438.10295039581314
RU,,,,11.693019706453876,836.3405928810088,836.3405928810088,0.6176728330225387,752.6740110733451,836.3405928810088,836.3405928810088
RU,CN,,,,7967.425633212812,7967.425633196577,0.0,0.0,7967.425633196577,7967.425633196577
RU,CN,IN,,,11439.066168001233,11439.066167974815,0.0,0.0,11439.066167974815,11439.066167974815
RU,IN,,,,4307.981127669429,4307.981127641237,0.0,4147.981127671514,4307.981127641237,4307.981127641237
RU,SA,CN,,,8424.239786835671,8424.239786796783,0.0,0.0,8424.239786796783,8424.239786796783
RU,SA,IN,,,4764.795281292289,4764.795281110539,0.0,0.0,4764.795281110539,4764.795281110539
SA,,,,17.770287317650165,456.8141536228592,456.8141536228592,46.816359089206685,365.48089114337233,456.8141536228592,456.8141536228592
SA,CN,,,,7587.899193954662,7587.899193916989,0.0,0.0,7587.899193916989,7587.899193916989
SA,CN,IN,,,11059.539728743082,11059.539728694377,0.0,0.0,11059.539728694377,11059.539728694377
SA,IN,,,,3928.4546884112797,3928.4546883559933,0.0,0.0,3928.4546883559933,3928.4546883559933
SA,IN,RU,CN,,11895.880321624092,11895.880321537743,0.0,0.0,11895.880321537743,11895.880321537743
SA,RU,,,,1293.154746503868,1293.1547204604344,0.0,1249.8214117214197,1293.1547204604344,1293.1547204604344
SG,,,,,37.55439246313569,2.7270641107945863,0.07715866683359707,0.07715866683359707,0.07715866683359707,2.7270641107945863
SG,AU,,,,269.27705768155477,220.27705768498583,220.27705768498583,220.27705768498583,220.27705768498583,220.27705768498583
SG,BN,,,,44.14821906454163,8.584070071834844,4.138551441072963,4.138551441072963,4.138551441072963,8.584070071834844
SG,BN,TH,,,308.7042978393613,262.4760312770476,262.4760312770476,262.4760312770476,262.4760312770476,262.4760312770476
SG,ID,,,,799.3303894610067,755.9970560589537,719.3303894611339,733.9970561243784,755.9970560589537,755.9970560589537
SG,ID,AU,,,1031.0530546794257,987.7197214486544,951.0530549518643,965.7197216236023,987.7197214486544,987.7197214486544
SG,ID,BN,,,805.9242160624126,745.8528172291374,723.9179525292399,745.8528172291374,745.8528172291374,745.8528172291374
SG,ID,BN,TH,,1070.4802948372321,1032.2097754040294,993.9392560041056,993.9392560041056,993.9392560041056,1032.2097754040294
SG,ID,KH,,,821.1912584875944,759.9993704877526,737.3697430546047,759.9993704877526,759.9993704877526,759.9993704877526
SG,ID,KH,VN,,1089.9960366692783,1048.9341564027577,970.9155733695627,1007.8722761695875,1007.8722761695875,1048.9341564027577
SG,ID,MM,,,820.2782126353588,776.9448789359419,740.278212605776,754.9448792387977,776.9448789359419,776.9448789359419
SG,ID,MM,AU,,1052.0008778537779,1008.6675449053976,972.0008782598575,986.6675442893172,1008.6675449053976,1008.6675449053976
SG,ID,MY,,,969.7700920453295,922.4353821371786,875.1006725014074,875.1006725014074,922.4353821371786,922.4353821371786
SG,ID,MY,PH,,1143.3169636664252,1088.4527252268203,1033.588486902891,1033.588486902891,1088.4527252268203,1088.4527252268203
SG,ID,PH,,,972.8772610821025,936.8147149752928,872.9459317291319,900.7521687725239,900.7521687725239,936.8147149752928
SG,ID,VN,,,1068.1351676426907,1028.195022642847,951.5298956763577,988.2548776430554,988.2548776430554,1028.195022642847
SG,KH,,,,59.41526148972335,21.850638356494294,15.589867823455236,15.589867823455236,21.850638356494294,21.850638356494294
SG,KH,VN,,,328.2200396714072,291.0209419715051,253.821844238158,272.42139310480894,286.70032127144583,291.0209419715051
SG,LA,,,,37.98129159267992,2.4113319927606582,-1.532483237345616,-1.532483237345616,-1.532483237345616,-1.532483237345616
SG,MM,,,,58.50221563748783,15.168882305597215,15.168882305597215,15.168882305597215,15.168882305597215,15.168882305597215
SG,MM,AU,,,290.2248808559069,246.8915474499308,246.8915474499308,246.8915474499308,246.8915474499308,246.8915474499308
SG,MY,,,,207.99409504745853,162.45401329747042,101.55827930311249,139.6839724021354,162.45401329747042,162.45401329747042
SG,MY,LA,,,208.42099417700277,161.55958081077836,0.0,138.1288741106768,161.55958081077836,161.55958081077836
SG,MY,PH,,,381.54096666855423,340.18592032260966,288.6652317223223,319.6238100683946,340.18592032260966,340.18592032260966
SG,MY,VN,,,476.79887322914243,418.7698844626865,360.7408956966707,414.86394179610636,418.7698844626865,418.7698844626865
SG,MY,VN,LA,,477.22577235868664,418.53611779219483,359.8464632590846,383.4583856591824,418.53611779219483,418.53611779219483
SG,PH,,,,211.10126408423142,166.3600947376812,150.96648409770404,166.3600947376812,166.3600947376812,166.3600947376812
SG,VN,,,,306.3591706448196,267.3146436117364,0.0,0.0,0.0,0.0
SG,VN,LA,,,306.7860697743638,271.5742786411121,236.3624874746463,253.96838307450852,253.96838307450852,271.5742786411121
TH,,,,18.55437365796367,264.55607877481964,264.55607877481964,256.3212587990952,256.3212587990952,264.55607877481964,264.55607877481964
TH,VN,LA,,,533.7877560860478,533.7877479028605,501.3761869724518,522.9838938340604,522.9838938340604,533.7877479028605
TH,VN,LA,KR,28.00210639626798,835.9339246900986,835.9339246900986,786.9339247835926,811.4485749129308,811.4485749129308,835.9339246900986
TR,,,,43.06716603834637,272.5353589873218,272.5353589873218,27.20238213963887,81.86897437591841,190.8687047945588,272.5353589873218
TR,MA,,,27.390335857929642,340.4759074924126,340.4759074924126,0.0,297.8092440569685,329.81370920733843,340.4759074924126
US,,,,33.283312631168755,2246.757158391717,2246.757158391717,11.073243724581516,223.43772962373146,2022.0906925567972,2246.757158391717
US,BR,,,,2480.062086773198,2480.0620774115423,0.0,0.0,2461.802605185859,2480.0620774115423
US,CO,,,,2290.201981725435,2290.2019770989655,0.0,0.0,0.0,2290.2019770989655
US,PE,,,,2276.869501764304,2276.8694963534203,0.0,0.0,0.0,2276.8694963534203
VN,,,,31.800851860802947,268.8047781816839,268.8047781816839,237.4069694928522,247.872905714704,258.3388419575827,268.8047781816839
VN,ID,,,,1030.5807751795548,1030.5807751793543,960.0743526799002,995.3275639132379,995.3275639132379,1030.5807751793543
VN,KH,,,35.13958806040465,290.66564720827154,290.66564720827154,252.9315080661267,267.49030425858996,279.0779757214907,290.66564720827154
VN,KR,,,,570.9509467857347,570.9509440177969,517.9509463723226,535.6176124056228,553.2873570457189,570.9509440177969
VN,LA,,,,269.2316773112281,269.23165857220397,242.30849969311643,259.75153388001434,264.49159853656545,269.23165857220397
VN,MY,,,32.39284843342904,439.24448076600675,439.24448076592637,362.4115707663908,413.63351076630465,413.63351076630465,439.24448076592637
VN,TH,,,,533.3608569565035,533.3608509473984,500.9492939650516,522.5569992196249,522.5569992196249,533.3608509473984
ZA,,,,,237.40898230028105,237.40898228081033,237.40898228081033,237.40898228081033,237.40898228081033,237.40898228081033
ZA,EG,,,,484.57670395958706,484.5767038582944,484.5767038582944,484.5767038582944,484.5767038582944,484.5767038582944
ZA,EG,KE,,,496.6355483792645,496.63554804254636,496.63554804254636,496.63554804254636,496.63554804254636,496.63554804254636
ZA,EG,NG,,,768.6970033444543,768.6970030884279,768.6970030884279,768.6970030884279,768.6970030884279,768.6970030884279
ZA,KE,,,,249.46782671995848,249.4678266265564,249.4678266265564,249.4678266265564,249.4678266265564,249.4678266265564
ZA,NG,,,,521.5292816851482,521.5292815206095,511.2951913188066,521.5292815206095,521.5292815206095,521.5292815206095
ZA,NG,KE,,,533.5881261048257,533.5881257224797,522.960104538271,533.5881257224797,533.5881257224797,533.5881257224797
